Original_region,Reference_where_data_were_collated,Website_of_source_of_collated_data,Primary_reference_of_dataset,Pub_page_Number,Original_crop,Original_crop_component,HI,N_content_kg_per_t,P2O5_content_kg_per_t,K2O_content_kg_per_t,Ca_content_kg_per_t,Mg_content_kg_per_t,S_content_kg_per_t,Cu_content_kg_per_t,Mn_content_kg_per_t,Zn_content_kg_per_t,Fe_uptake_kg_per_t,Mn_uptake_kg_per_t,Cu_uptake_kg_per_t,B_uptake_kg_per_t,Mo_uptake_kg_per_t
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Sorghum,grain,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,1.2,0.32,0.13,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Pearl millet,grain,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.072,0.72,0.054,0.006,0.054,0.002
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Cassava,tuber,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.17,0.02,0.008,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Potato,tuber,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,0.12,0.045,0.005,0.015,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Chickpea,pea,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,0.16,0.012,0.012,0.05,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Pigeon pea,pea,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038,0.868,0.07,0.011333333,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Soybean,grain,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031666667,1.2,0.106666667,0.025833333,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Groundnut,nut,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0768,0.3464,0.0832,0.0296,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Mustard,seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109473684,2.284210526,0.092631579,0.035789474,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Sunflower,seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.122666667,0.095333333,0.016666667,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Sesamum,seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046666667,1.075,0.181666667,0.038333333,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Linseed,seed,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168333333,0.793333333,0.115,0.116666667,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Jute olitorious,fibre,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045625,0.66375,0.176875,0.03,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Jute capsularis,fibre,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.214,0.784,0.251,0.027,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Coffee arabica,fibre,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.139,0.368,0.119,0.018,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Tea,leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,0.083,0.062,0.082,NA,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Guinea grass,leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.276,2.007,1.933,0.632,0.101,NA
India,"Roy (2016) FAO Fertilizer and Plant Nutrition Bulletin: Plant nutrition for food security, Food and Agriculture Organization of the United Nations, Rome, Italy http://www.fao.org/3/a-a0443e.pdf",http://www.fao.org/3/a-a0443e.pdf,"Adapted from Zublina, 1991 (updated 1997).",157,Berseem,leaves,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002074349,0.010929368,0.006988848,0.00164684,NA,NA
