Original_region,Reference_where_data_were_collated,Website_of_source_of_collated_data,Primary_reference_of_dataset,Original_crop,Original_crop_component,Crop_aggregate_category,Nutrient,Crop_nutrient_concentration_kg_nutrient,Unit
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),Wheat',Crop_products,'Wheat',N,0.01952,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),Rice',Crop_products,'Rice',N,0.016,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Maize',Crop_products,'Maize',N,0.0152,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Popcorn',Crop_products,'Maize',N,0.0152,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Rye',Crop_products,'Other Cereal Crops',N,0.0176,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Barley',Crop_products,'Other Cereal Crops',N,0.0176,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Oats',Crop_products,'Other Cereal Crops',N,0.0208,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Sorghum',Crop_products,'Other Cereal Crops',N,0.01616,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Millet',Crop_products,'Other Cereal Crops',N,0.01552,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cereals; nes',Crop_products,'Other Cereal Crops',N,0.0128,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Buckwheat',Crop_products,'Other Cereal Crops',N,0.0176,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Canary seed',Crop_products,'Other Cereal Crops',N,0.0256,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Quinoa',Crop_products,'Other Cereal Crops',N,0.0192,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Fonio',Crop_products,'Other Cereal Crops',N,0.0128,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Triticale',Crop_products,'Other Cereal Crops',N,0.01856,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Mixed grain',Crop_products,'Other Cereal Crops',N,0.0128,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),Soybeans',Crop_products,'Soybean',N,0.0608,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Palm kernels',Crop_products,'Oil Palm',N,0.01168,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Oil palm fruit',Crop_products,'Oil Palm',N,0.015,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Palm oil',Crop_products,'Oil Palm',N,,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Coconuts',Crop_products,'Other Oil Crops',N,0.00272,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Groundnuts; with shell',Crop_products,'Other Oil Crops',N,0.02992,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Linseed',Crop_products,'Other Oil Crops',N,0.0288,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Rapeseed',Crop_products,'Other Oil Crops',N,0.03136,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Sunflower seed',Crop_products,'Other Oil Crops',N,0.01968,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Castor oil seed',Crop_products,'Other Oil Crops',N,0.0288,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Sesame seed',Crop_products,'Other Oil Crops',N,0.02832,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Mustard seed',Crop_products,'Other Oil Crops',N,0.03984,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Safflower seed',Crop_products,'Other Oil Crops',N,0.01552,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Poppy seed',Crop_products,'Other Oil Crops',N,0.0288,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Melonseed',Crop_products,'Other Oil Crops',N,0.02912,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Tallowtree Seeds',Crop_products,'Other Oil Crops',N,,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Kapokseed in Shell',Crop_products,'Other Oil Crops',N,0.048,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Hempseed',Crop_products,'Other Oil Crops',N,0.0352,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Karite Nuts (Sheanuts)',Crop_products,'Other Oil Crops',N,0.01088,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Tung Nuts',Crop_products,'Other Oil Crops',N,0.048,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Jojoba Seeds',Crop_products,'Other Oil Crops',N,0.03,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Oilseeds; Nes',Crop_products,'Other Oil Crops',N,0.02352,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Seed cotton',Crop_products,'Fibre Crops',N,0.029,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cottonseed',Crop_products,'Fibre Crops',N,0.02768,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Kapok Fruit',Crop_products,'Fibre Crops',N,,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Flax fibre and tow',Crop_products,'Fibre Crops',N,0.00608,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Hemp Tow Waste',Crop_residues,'Fibre Crops',N,0.00128,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cotton lint',Crop_products,'Fibre Crops',N,0.00088,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Jute',Crop_products,'Fibre Crops',N,0.00032,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Other Bastfibres',Crop_products,'Fibre Crops',N,0.00354,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Sisal',Crop_products,'Fibre Crops',N,0.027,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Agave Fibres Nes',Crop_products,'Fibre Crops',N,0.081,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Coir',Crop_products,'Fibre Crops',N,0.00752,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Manila Fibre (Abaca)',Crop_products,'Fibre Crops',N,0.0008,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Kapok Fibre',Crop_products,'Fibre Crops',N,0.01065,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Ramie',Crop_products,'Fibre Crops',N,0.00304,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Fibre Crops Nes',Crop_products,'Fibre Crops',N,0.00354,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Sugar beet',Crop_products,'Sugar Crops',N,0.00208,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Sugar cane',Crop_products,'Sugar Crops',N,0.00032,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Sugar crops; nes',Crop_products,'Sugar Crops',N,,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Potatoes',Crop_products,'Roots and Tubers',N,0.00256,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cassava',Crop_products,'Roots and Tubers',N,0.00144,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Sweet potatoes',Crop_products,'Roots and Tubers',N,0.00112,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Yams',Crop_products,'Roots and Tubers',N,0.00208,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Yautia (cocoyam)',Crop_products,'Roots and Tubers',N,0.00272,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Taro (cocoyam)',Crop_products,'Roots and Tubers',N,0.0024,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Roots and Tubers; nes',Crop_products,'Roots and Tubers',N,0.00256,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Dates',Crop_products,'Fruits',N,0.0024,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Avocados',Crop_products,'Fruits',N,0.0024,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Watermelons',Crop_products,'Fruits',N,0.0018,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Other melons (inc.cantaloupes)',Crop_products,'Fruits',N,0.0018,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Papayas',Crop_products,'Fruits',N,0.00064,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Peaches and nectarines',Crop_products,'Fruits',N,0.0014,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Strawberries',Crop_products,'Fruits',N,0.00096,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Kiwi fruit',Crop_products,'Fruits',N,0.00144,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Brazil nuts; with shell',Crop_products,'Fruits',N,0.01104,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Chestnuts',Crop_products,'Fruits',N,0.00288,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cashew nuts; with shell',Crop_products,'Fruits',N,0.01232,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Almonds; with shell',Crop_products,'Fruits',N,0.0128,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Hazelnuts; with shell',Crop_products,'Fruits',N,0.0096,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Walnuts; with shell',Crop_products,'Fruits',N,0.01024,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Pistachios',Crop_products,'Fruits',N,0.01648,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Kolanuts',Crop_products,'Fruits',N,0.0144,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Arecanuts',Crop_products,'Fruits',N,0.00784,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Nuts; nes',Crop_products,'Fruits',N,0.0112,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Bananas',Crop_products,'Fruits',N,0.00112,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Figs',Crop_products,'Fruits',N,0.00128,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Pineapples',Crop_products,'Fruits',N,0.00032,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Mangoes; mangosteens; guavas',Crop_products,'Fruits',N,0.00064,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Fruit; tropical fresh nes',Crop_products,'Fruits',N,0.0008,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Oranges',Crop_products,'Fruits',N,0.0018,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Tangerines; mandarins; clem.',Crop_products,'Fruits',N,0.0018,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Grapefruit (inc. pomelos)',Crop_products,'Fruits',N,0.0018,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Lemons and limes',Crop_products,'Fruits',N,0.0018,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Citrus fruit; nes',Crop_products,'Fruits',N,0.0018,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Grapes',Crop_products,'Fruits',N,0.003,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Apples',Crop_products,'Fruits',N,0.0005,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Pears',Crop_products,'Fruits',N,0.00064,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Quinces',Crop_products,'Fruits',N,0.00032,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Apricots',Crop_products,'Fruits',N,0.00208,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cherries',Crop_products,'Fruits',N,0.00176,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Sour cherries',Crop_products,'Fruits',N,0.00144,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Plums and sloes',Crop_products,'Fruits',N,0.00112,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Raspberries',Crop_products,'Fruits',N,0.00144,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Currants',Crop_products,'Fruits',N,0.00224,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Gooseberries',Crop_products,'Fruits',N,0.00144,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Berries Nes',Crop_products,'Fruits',N,0.0016,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Blueberries',Crop_products,'Fruits',N,0.00112,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cranberries',Crop_products,'Fruits',N,0.00064,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Fruit Fresh Nes',Crop_products,'Fruits',N,0.0008,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Persimmons',Crop_products,'Fruits',N,0.00096,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Pome fruit; nes',Crop_products,'Fruits',N,0.001,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Stone fruit; nes',Crop_products,'Fruits',N,0.00144,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cashewapple',Crop_products,'Fruits',N,0.00128,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Garlic',Crop_products,'Vegetables',N,0.0088,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Leeks; other alliaceous veg',Crop_products,'Vegetables',N,0.0021,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cauliflowers and broccoli',Crop_products,'Vegetables',N,0.003,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Lettuce and chicory',Crop_products,'Vegetables',N,0.00224,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Carrots and turnips',Crop_products,'Vegetables',N,0.00144,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cucumbers and gherkins',Crop_products,'Vegetables',N,0.0014,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Peas; green',Crop_products,'Vegetables',N,0.00336,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Artichokes',Crop_products,'Vegetables',N,0.0032,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Asparagus',Crop_products,'Vegetables',N,0.00256,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Eggplants (aubergines)',Crop_products,'Vegetables',N,0.00144,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Chillies and peppers; green',Crop_products,'Vegetables',N,0.00176,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Spinach',Crop_products,'Vegetables',N,0.00336,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),Mat‚',Crop_products,'Vegetables',N,0.016,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Pepper (Piper spp.)',Crop_products,'Vegetables',N,0.0026,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Chillies and peppers; dry',Crop_products,'Vegetables',N,0.013,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Vanilla',Crop_products,'Vegetables',N,,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cinnamon (canella)',Crop_products,'Vegetables',N,0.00624,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cloves',Crop_products,'Vegetables',N,0.0096,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Nutmeg; mace and cardamoms',Crop_products,'Vegetables',N,0.00928,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Anise; badian; fennel; corian.',Crop_products,'Vegetables',N,0.0005,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Ginger',Crop_products,'Vegetables',N,0.01456,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Tomatoes',Crop_products,'Vegetables',N,0.0014,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Onions (inc. shallots); green',Crop_products,'Vegetables',N,0.00272,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Onions; dry',Crop_products,'Vegetables',N,0.00176,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cabbages and other brassicas',Crop_products,'Vegetables',N,0.00357,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Vegetables fresh nes',Crop_products,'Vegetables',N,0.00224,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Mushrooms and truffles',Crop_products,'Vegetables',N,0.0032,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Pumpkins; squash and gourds',Crop_products,'Vegetables',N,0.0016,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Peppermint',Crop_products,'Vegetables',N,0.006,kg_nutrient_kg_fresh_weight
