Original_region,Reference_where_data_were_collated,Website_of_source_of_collated_data,Primary_reference_of_dataset,Original_crop,Original_crop_component,Crop_aggregate_category,Nutrient,Crop_nutrient_concentration_kg_nutrient,Unit
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Leguminous vegetables; nes',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Beans; dry',Crop_products,'Other Crops',P,0.0057,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Cow peas; dry',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Pigeon peas',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Lupins',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Vetches',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Bambara beans',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Pulses; nes',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Coffee; green',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Spices; nes',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Hops',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Pyrethrum;Dried',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Carobs',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Cocoa beans',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Tobacco; unmanufactured',Crop_products,'Other Crops',P,0.0039,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Gums Natural',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Natural rubber',Crop_products,'Other Crops',P,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,Wheat',Crop_products,'Wheat',P,0.0034,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,Rice',Crop_products,'Rice',P,0.0025,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Maize',Crop_products,'Maize',P,0.0029,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Popcorn',Crop_products,'Maize',P,0.0029,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Rye',Crop_products,'Other Cereal Crops',P,0.0031,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Barley',Crop_products,'Other Cereal Crops',P,0.0036,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Oats',Crop_products,'Other Cereal Crops',P,0.0031,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Sorghum',Crop_products,'Other Cereal Crops',P,0.003,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Millet',Crop_products,'Other Cereal Crops',P,0.003,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cereals; nes',Crop_products,'Other Cereal Crops',P,0.0031,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Buckwheat',Crop_products,'Other Cereal Crops',P,0.0031,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Canary seed',Crop_products,'Other Cereal Crops',P,0.0031,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Quinoa',Crop_products,'Other Cereal Crops',P,0.0031,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Fonio',Crop_products,'Other Cereal Crops',P,0.0031,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Triticale',Crop_products,'Other Cereal Crops',P,0.0031,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Mixed grain',Crop_products,'Other Cereal Crops',P,0.0031,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,Soybeans',Crop_products,'Soybean',P,0.00425,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Palm kernels',Crop_products,'Oil Palm',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Oil palm fruit',Crop_products,'Oil Palm',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Palm oil',Crop_products,'Oil Palm',P,0.002914,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Coconuts',Crop_products,'Other Oil Crops',P,0.0003584,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Groundnuts; with shell',Crop_products,'Other Oil Crops',P,0.0039564,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Linseed',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Rapeseed',Crop_products,'Other Oil Crops',P,0.005096,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Sunflower seed',Crop_products,'Other Oil Crops',P,0.00414,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Castor oil seed',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Sesame seed',Crop_products,'Other Oil Crops',P,0.005264,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Mustard seed',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Safflower seed',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Poppy seed',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Melonseed',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Tallowtree Seeds',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Kapokseed in Shell',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Hempseed',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Karite Nuts (Sheanuts)',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Tung Nuts',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Jojoba Seeds',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Oilseeds; Nes',Crop_products,'Other Oil Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Seed cotton',Crop_products,'Fibre Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cottonseed',Crop_products,'Fibre Crops',P,0.0046,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Kapok Fruit',Crop_products,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Flax fibre and tow',Crop_products,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Hemp Tow Waste',Crop_residues,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cotton lint',Crop_products,'Fibre Crops',P,0.004876,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Jute',Crop_products,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Other Bastfibres',Crop_products,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Sisal',Crop_products,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Agave Fibres Nes',Crop_products,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Coir',Crop_products,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Manila Fibre (Abaca)',Crop_products,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Kapok Fibre',Crop_products,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Ramie',Crop_products,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Fibre Crops Nes',Crop_products,'Fibre Crops',P,0.0095,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Sugar beet',Crop_products,'Sugar Crops',P,0.000104,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Sugar cane',Crop_products,'Sugar Crops',P,0.0000928,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Sugar crops; nes',Crop_products,'Sugar Crops',P,0.0000928,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Potatoes',Crop_products,'Roots and Tubers',P,0.000106,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cassava',Crop_products,'Roots and Tubers',P,0.0001304,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Sweet potatoes',Crop_products,'Roots and Tubers',P,0.0000816,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Yams',Crop_products,'Roots and Tubers',P,0.000108,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Yautia (cocoyam)',Crop_products,'Roots and Tubers',P,0.000108,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Taro (cocoyam)',Crop_products,'Roots and Tubers',P,0.000108,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Roots and Tubers; nes',Crop_products,'Roots and Tubers',P,0.000108,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Dates',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Avocados',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Watermelons',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Other melons (inc.cantaloupes)',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Papayas',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Peaches and nectarines',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Strawberries',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Kiwi fruit',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Brazil nuts; with shell',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Chestnuts',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cashew nuts; with shell',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Almonds; with shell',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Hazelnuts; with shell',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Walnuts; with shell',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Pistachios',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Kolanuts',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Arecanuts',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Nuts; nes',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Bananas',Crop_products,'Fruits',P,0.0000514,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Figs',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Pineapples',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Mangoes; mangosteens; guavas',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Fruit; tropical fresh nes',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Oranges',Crop_products,'Fruits',P,0.0000103,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Tangerines; mandarins; clem.',Crop_products,'Fruits',P,0.0000103,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Grapefruit (inc. pomelos)',Crop_products,'Fruits',P,0.0000103,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Lemons and limes',Crop_products,'Fruits',P,0.0000103,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Citrus fruit; nes',Crop_products,'Fruits',P,0.0000103,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Grapes',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Apples',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Pears',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Quinces',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Apricots',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cherries',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Sour cherries',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Plums and sloes',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Raspberries',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Currants',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Gooseberries',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Berries Nes',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Blueberries',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cranberries',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Fruit Fresh Nes',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Persimmons',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Pome fruit; nes',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Stone fruit; nes',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cashewapple',Crop_products,'Fruits',P,0.0000131,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Garlic',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Leeks; other alliaceous veg',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cauliflowers and broccoli',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Lettuce and chicory',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Carrots and turnips',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cucumbers and gherkins',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Peas; green',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Artichokes',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Asparagus',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Eggplants (aubergines)',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Chillies and peppers; green',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Spinach',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Mat‚',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Pepper (Piper spp.)',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Chillies and peppers; dry',Crop_products,'Vegetables',P,0.0003,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Vanilla',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cinnamon (canella)',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cloves',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Nutmeg; mace and cardamoms',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Anise; badian; fennel; corian.',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Ginger',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Tomatoes',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Onions (inc. shallots); green',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Onions; dry',Crop_products,'Vegetables',P,0.0003,kg_nutrient_kg_DM
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Bouwman 2017,'Cabbages and other brassicas',Crop_products,'Vegetables',P,0.000021,kg_nutrient_kg_DM
